carat,cut,color,clarity,depth,table,x,y,z,price
0.64,Ideal,D,VVS1,61.8,54,5.54,5.56,3.43,4084
1.08,Ideal,G,VS2,61.8,55,6.57,6.63,4.08,6931
1.24,Very Good,H,SI2,63.2,55,6.88,6.83,4.33,5486
1.14,Premium,G,SI2,62.8,58,6.68,6.64,4.18,4233
0.97,Premium,F,VVS2,58.1,60,6.53,6.49,3.78,6768
1.21,Good,G,VS2,59.1,61,6.95,6.89,4.09,7359
1.2,Ideal,I,VS2,62.5,56,6.66,6.74,4.19,5884
1.25,Premium,I,VS1,60.4,59,7.01,6.94,4.21,6664
1.19,Premium,I,VS2,59.3,59,6.98,6.88,4.11,4591
1.05,Very Good,I,SI1,62.6,56,6.49,6.45,4.05,4688
1.05,Premium,H,SI1,59.5,58,6.69,6.61,3.96,4692
1.13,Ideal,I,VS2,62.3,56,6.73,6.63,4.16,5031
1.2,Ideal,H,SI1,61.1,56,6.92,6.87,4.21,6968
1.0,Good,F,SI1,64.0,57,6.29,6.33,4.04,4372
1.01,Good,G,VVS2,62.4,61,6.34,6.38,3.97,7137
1.01,Fair,D,VS2,65.3,58,6.29,6.24,4.09,6366
2.01,Fair,F,I1,58.7,66,8.3,8.19,4.84,7294
1.13,Very Good,H,SI2,62.5,62,6.59,6.66,4.14,4537
1.02,Good,H,VS1,59.8,63,6.54,6.61,3.93,5598
1.01,Premium,G,SI1,60.8,60,6.47,6.39,3.91,5090
1.0,Premium,G,SI1,61.9,62,6.22,6.18,3.84,5154
1.2,Very Good,I,SI1,63.1,61,6.65,6.58,4.18,4301
0.72,Ideal,E,VVS2,62.1,56,5.72,5.77,3.57,4285
1.12,Good,H,SI1,59.8,61,6.72,6.85,4.06,5094
1.0,Very Good,E,SI2,63.5,54,6.41,6.35,4.05,4480
1.02,Premium,D,SI1,62.3,59,6.38,6.42,3.99,5890
1.2,Premium,G,SI1,63.0,58,6.72,6.68,4.22,6026
1.11,Ideal,E,SI1,61.4,58,6.66,6.62,4.08,6291
1.06,Premium,F,SI2,62.5,58,6.54,6.41,4.05,4719
1.0,Good,F,SI1,57.9,62,6.55,6.58,3.8,4961
1.21,Ideal,I,VS2,62.0,60,6.77,6.84,4.22,6135
1.22,Premium,H,VS1,58.9,59,7.02,6.96,4.12,7283
1.01,Very Good,G,SI1,60.2,58,6.5,6.59,3.94,4719
1.13,Ideal,H,SI1,62.3,56,6.69,6.66,4.16,5483
1.22,Very Good,G,SI1,61.8,58,6.82,6.88,4.23,6656
1.0,Good,D,SI2,57.8,58,6.61,6.55,3.8,4295
1.03,Ideal,E,VS1,59.5,57,6.6,6.62,3.93,7477
1.01,Good,G,VVS2,63.4,55,6.34,6.41,4.04,6843
1.25,Ideal,D,SI2,61.9,54,6.9,6.93,4.28,6779
1.0,Ideal,D,SI1,61.9,57,6.39,6.41,3.96,5804
1.01,Good,F,VS2,63.3,55,6.32,6.39,4.02,5731
1.15,Good,H,SI1,60.2,61,6.74,6.84,4.09,5005
1.17,Ideal,G,VS2,61.4,56,6.77,6.81,4.17,7550
1.2,Very Good,G,SI2,62.0,60,6.78,6.76,4.2,5698
1.2,Premium,F,SI1,62.9,58,6.76,6.69,4.23,6435
1.05,Ideal,G,VS2,61.1,57,6.55,6.52,3.99,5504
1.01,Very Good,E,SI1,62.9,60,6.35,6.43,4.02,5499
1.21,Ideal,I,VS1,60.3,60,6.89,6.93,4.17,6279
1.2,Premium,H,SI1,62.9,55,6.77,6.74,4.25,5975
1.0,Very Good,E,SI1,63.1,57,6.36,6.39,4.02,5051
1.28,Premium,H,SI2,62.5,62,6.89,6.84,4.3,5161
1.11,Good,F,SI1,63.1,56,6.59,6.63,4.17,5769
1.25,Premium,J,SI2,62.3,59,6.86,6.82,4.26,4410
1.01,Premium,G,VS2,59.8,61,6.53,6.44,3.88,5620
1.02,Premium,F,VS1,61.4,59,6.48,6.42,3.96,6238
1.25,Good,F,SI2,59.0,61,7.01,7.06,4.15,6032
1.18,Good,G,SI1,64.2,62,6.6,6.51,4.25,4678
1.02,Very Good,I,VS1,62.2,60,6.4,6.43,3.99,5302
1.22,Ideal,H,SI2,62.3,57,6.84,6.89,4.28,6398
1.22,Ideal,H,SI2,61.0,57,6.89,6.95,4.22,5099
1.11,Premium,E,VS2,62.2,58,6.61,6.64,4.12,7619
1.03,Ideal,I,SI1,62.2,58,6.45,6.41,4.0,4434
1.46,Premium,I,SI2,62.4,59,7.21,7.16,4.49,5519
1.25,Very Good,F,SI2,58.0,63,7.16,7.06,4.13,5851
1.33,Ideal,I,VS2,62.5,54,7.02,7.05,4.4,7186
1.01,Premium,F,VS2,62.5,58,6.43,6.4,4.01,6271
1.83,Fair,J,I1,70.0,58,7.34,7.28,5.12,5083
1.36,Very Good,E,SI2,61.7,59,7.09,7.2,4.41,7288
1.0,Premium,G,VS1,61.9,60,6.39,6.31,3.93,5242
1.36,Premium,I,VS1,62.0,59,7.1,7.06,4.39,7592
1.12,Premium,G,SI2,62.8,58,6.62,6.57,4.14,4478
1.15,Premium,F,SI2,61.1,57,6.82,6.77,4.15,5120
1.21,Very Good,G,SI1,63.4,60,6.68,6.63,4.22,4637
1.0,Premium,F,VS1,62.0,59,6.42,6.35,3.96,7056
1.35,Ideal,J,VS2,61.4,57,7.13,7.1,4.37,5969
1.01,Ideal,I,SI1,61.9,57,6.4,6.5,3.98,4509
1.2,Premium,F,SI2,62.9,57,6.8,6.72,4.25,5712
1.0,Good,H,VS1,60.1,62,6.38,6.47,3.86,5743
1.56,Good,J,VS2,57.6,65,7.6,7.62,4.38,6966
1.57,Premium,I,VS2,62.2,58,7.43,7.35,4.59,7755
1.0,Fair,G,SI1,64.7,60,6.22,6.18,4.01,4312
1.14,Ideal,H,SI1,60.4,57,6.78,6.83,4.11,5861
1.11,Good,D,SI2,60.1,63,6.68,6.7,4.02,4877
1.03,Fair,G,SI1,64.7,63,6.36,6.31,4.1,4424
1.01,Good,F,VS1,59.0,62,6.56,6.6,3.88,6794
1.0,Premium,G,VS2,60.0,59,6.52,6.47,3.9,5967
1.01,Premium,G,SI1,62.5,60,6.34,6.39,3.98,4588
1.07,Premium,I,SI2,59.7,59,6.68,6.63,3.97,4206
1.01,Fair,G,VS1,64.6,60,6.34,6.22,4.06,6353
1.01,Good,H,SI1,63.3,58,6.37,6.4,4.04,4559
0.71,Ideal,E,VVS1,61.9,55,5.73,5.77,3.56,4027
0.9,Very Good,F,VS2,63.4,58,6.07,6.11,3.86,4400
1.16,Ideal,J,IF,60.6,56,6.79,6.86,4.14,5519
1.03,Premium,D,SI1,60.5,61,6.47,6.43,3.9,5410
1.11,Ideal,H,SI1,61.6,56,6.69,6.65,4.11,5456
1.1,Ideal,H,VS2,62.6,57,6.61,6.56,4.12,4048
0.94,Premium,E,SI1,62.0,58,6.27,6.24,3.88,4580
1.11,Premium,I,VS2,63.0,53,6.64,6.59,4.17,4744
1.01,Ideal,E,SI2,62.1,56,6.39,6.43,3.98,4355
1.26,Good,J,VS2,63.2,57,6.81,6.86,4.32,5211
1.16,Very Good,H,SI2,62.8,59,6.7,6.64,4.19,5799
1.0,Premium,F,VS1,62.7,55,6.39,6.34,3.99,7056
1.01,Premium,F,VS2,62.3,58,6.34,6.3,3.94,6271
1.07,Premium,G,VS2,62.2,58,6.54,6.48,4.05,6040
1.26,Very Good,H,VS2,63.1,58,6.91,6.81,4.34,5849
1.33,Fair,F,SI2,64.5,58,6.97,6.86,4.46,5139
1.29,Ideal,F,SI2,60.7,58,7.0,7.07,4.27,6762
1.22,Very Good,J,SI2,62.2,60,6.77,6.89,4.25,4058
1.02,Very Good,G,SI2,61.6,61,6.46,6.47,3.98,4291
1.04,Premium,G,VS2,60.1,59,6.56,6.59,3.95,6589
1.27,Premium,I,SI1,62.3,56,6.93,6.85,4.29,5690
1.1,Ideal,H,SI2,61.9,56,6.65,6.63,4.11,4250
1.03,Very Good,G,SI2,63.5,56,6.37,6.33,4.03,4413
1.01,Premium,I,SI1,62.9,58,6.37,6.34,4.0,4242
1.01,Good,I,VS2,62.5,59,6.3,6.37,3.96,4239
1.19,Very Good,H,SI1,60.8,59,6.84,6.87,4.17,5595
0.96,Ideal,G,VS1,61.1,56,6.34,6.39,3.89,6807
1.01,Very Good,F,SI1,63.3,59,6.42,6.38,4.05,4989
1.01,Ideal,E,SI2,62.8,57,6.38,6.35,4.0,4434
1.0,Premium,E,VS2,63.0,58,6.25,6.22,3.93,7168
1.02,Very Good,H,SI2,63.5,58,6.34,6.38,4.04,4004
1.2,Ideal,I,SI1,60.1,56,6.9,6.84,4.13,5578
1.15,Premium,I,SI1,62.2,59,6.75,6.68,4.18,4830
1.01,Premium,G,SI1,61.0,58,6.53,6.49,3.97,4808
1.02,Premium,G,VS1,61.0,58,6.55,6.49,3.98,6683
1.01,Very Good,G,VS2,63.0,56,6.35,6.41,4.02,5759
1.13,Ideal,I,SI1,61.4,57,6.72,6.69,4.12,4936
1.1,Premium,D,SI2,62.4,58,6.57,6.6,4.11,4640
1.23,Premium,G,VS2,61.6,58,6.91,6.85,4.24,5654
1.02,Premium,F,VS2,61.3,58,6.42,6.54,3.97,6479
1.01,Ideal,G,VS1,62.1,54,6.41,6.43,3.99,7262
1.07,Ideal,I,SI1,61.7,56,6.57,6.59,4.06,5002
1.01,Very Good,H,VS2,63.1,59,6.34,6.3,3.99,5260
1.03,Premium,F,SI2,61.4,57,6.6,6.53,4.03,4586
1.38,Ideal,J,SI2,61.0,56,7.22,7.26,4.42,5765
1.2,Very Good,F,SI1,63.3,58,6.63,6.57,4.18,6955
1.03,Ideal,G,VS2,59.6,57,6.65,6.6,3.95,6146
1.43,Ideal,J,SI1,62.1,58,7.23,7.16,4.47,6546
1.2,Ideal,H,SI2,61.1,57,6.9,6.81,4.19,4368
1.38,Premium,J,VS2,60.2,59,7.29,7.19,4.36,6175
1.2,Premium,I,VS2,62.6,61,6.76,6.68,4.21,5645
1.5,Premium,I,SI1,62.3,58,7.33,7.22,4.53,6888
1.21,Very Good,H,VS1,62.3,58,6.71,6.74,4.19,7246
1.12,Premium,I,SI1,60.8,57,6.76,6.7,4.09,4704
1.51,Good,J,SI1,64.1,61,7.16,7.19,4.6,6394
1.18,Premium,I,SI1,62.8,56,6.74,6.71,4.22,5088
0.91,Very Good,D,SI1,62.8,57,6.12,6.17,3.86,4303
1.12,Premium,H,SI2,61.9,58,6.66,6.74,4.15,4620
1.0,Premium,G,SI1,60.0,62,6.48,6.45,3.88,4189
0.92,Premium,H,VS1,61.0,62,6.32,6.26,3.84,4155
1.06,Very Good,F,SI2,61.8,56,6.51,6.56,4.04,5258
1.12,Ideal,E,SI2,60.5,55,6.73,6.79,4.09,5000
1.04,Ideal,G,VS2,61.4,57,6.53,6.5,4.0,6290
1.26,Premium,J,SI1,61.7,58,6.99,6.91,4.29,5207
1.02,Very Good,G,VS1,62.6,58,6.36,6.46,4.01,6301
1.02,Premium,F,SI1,62.3,58,6.46,6.38,4.0,5398
1.0,Good,F,SI1,63.8,58,6.28,6.22,3.99,4586
1.02,Ideal,H,VS2,62.0,55,6.47,6.44,4.0,5683
0.91,Very Good,F,SI2,62.5,58,6.1,6.16,3.83,4334
1.04,Very Good,I,SI1,62.0,57,6.47,6.5,4.02,4290
1.13,Ideal,E,SI1,62.2,55,6.66,6.69,4.15,6563
1.2,Very Good,H,SI2,62.0,58,6.76,6.91,4.24,5280
1.05,Ideal,H,SI2,61.2,57,6.55,6.62,4.03,4331
0.9,Very Good,D,VS1,58.9,59,6.22,6.31,3.69,5195
1.01,Very Good,G,SI1,62.9,58,6.35,6.4,4.01,5497
1.0,Good,G,SI1,64.3,58,6.25,6.22,4.01,4427
1.02,Premium,G,VVS2,62.6,59,6.41,6.46,4.03,7602
1.52,Fair,H,I1,69.7,55,6.92,6.89,4.81,4648
1.31,Premium,H,VS2,62.5,58,6.97,6.94,4.35,7459
1.01,Good,E,VS1,63.4,58,6.36,6.38,4.04,7234
1.07,Ideal,G,VS2,62.2,57,6.55,6.53,4.07,6471
1.04,Ideal,F,SI1,61.3,56,6.51,6.55,4.0,5495
1.02,Ideal,E,SI1,62.2,57,6.41,6.45,4.0,5553
1.01,Very Good,F,SI1,62.7,57,6.32,6.38,3.98,5174
1.01,Very Good,D,SI1,63.1,60,6.39,6.32,4.01,5543
1.1,Premium,I,SI1,62.7,58,6.58,6.54,4.11,4435
1.21,Very Good,H,SI2,61.1,60,6.86,6.91,4.21,4991
1.21,Very Good,I,SI1,61.8,59,6.75,6.78,4.18,5672
0.9,Premium,G,VS1,62.7,58,6.15,6.06,3.83,4579
1.0,Premium,D,VS2,61.2,61,6.39,6.35,3.9,6303
1.05,Premium,F,SI1,60.3,60,6.66,6.54,3.98,5557
1.01,Premium,G,SI1,61.0,59,6.45,6.51,3.95,4785
0.9,Ideal,G,SI1,62.4,57,6.15,6.19,3.85,4059
1.38,Premium,G,SI2,58.3,59,7.34,7.27,4.26,5487
1.3,Premium,J,SI1,61.8,59,6.99,6.95,4.31,5438
0.9,Premium,G,VS2,61.8,60,6.16,6.21,3.82,4386
1.01,Premium,H,VS2,62.3,62,6.39,6.35,3.97,4769
1.18,Premium,J,SI2,61.3,60,6.78,6.83,4.17,4197
1.0,Premium,D,VS2,60.8,61,6.41,6.39,3.89,6776
1.01,Premium,F,VS2,59.3,62,6.48,6.44,3.83,6533
1.02,Very Good,D,VS2,62.7,58,6.35,6.44,4.01,6974
0.85,Very Good,F,VS1,62.0,55,6.08,6.14,3.78,4293
1.06,Premium,D,SI1,58.9,61,6.69,6.63,3.92,5983
0.95,Very Good,E,SI1,62.8,59,6.21,6.25,3.91,4711
1.19,Ideal,E,SI2,60.2,57,6.87,6.84,4.13,5822
1.18,Ideal,I,SI1,62.1,56,6.79,6.77,4.21,5154
1.0,Good,E,VS2,62.4,58,6.33,6.4,3.97,6248
1.22,Premium,I,VS1,61.1,58,6.91,6.84,4.2,6121
1.51,Premium,J,VS2,59.6,60,7.58,7.48,4.49,7553
1.09,Ideal,E,VS2,61.2,56,6.62,6.67,4.07,7443
1.22,Ideal,H,VS2,61.4,57,6.89,6.85,4.22,6947
1.01,Very Good,F,VS2,62.1,57,6.38,6.43,3.98,7098
1.02,Premium,F,SI2,61.1,59,6.41,6.45,3.93,4459
1.11,Premium,G,VS2,60.4,58,6.76,6.72,4.07,6445
1.27,Ideal,E,SI2,60.8,57,7.0,7.02,4.26,7023
1.0,Premium,D,SI1,61.4,58,6.4,6.34,3.91,5096
1.01,Premium,G,IF,61.3,58,6.48,6.4,3.95,7352
0.93,Premium,E,SI1,61.4,57,6.34,6.23,3.86,4229
1.02,Ideal,E,SI1,62.2,55,6.44,6.47,4.01,5840
1.01,Premium,F,SI1,63.0,58,6.33,6.29,3.98,4632
0.9,Good,F,SI1,62.6,58,6.1,6.14,3.83,4006
1.04,Premium,G,VS1,62.0,56,6.53,6.46,4.03,6996
1.0,Fair,E,VS1,64.4,55,6.33,6.3,4.07,7392
1.01,Very Good,G,VS1,61.9,58,6.42,6.5,4.0,6152
1.03,Premium,G,SI2,59.9,60,6.56,6.5,3.91,4413
1.01,Premium,G,SI2,62.5,60,6.39,6.34,3.98,4327
1.01,Very Good,F,SI2,62.4,58,6.37,6.42,3.99,4187
1.16,Very Good,H,VS2,63.0,57,6.64,6.66,4.19,5537
0.93,Very Good,G,SI1,61.7,56,6.22,6.26,3.85,4513
1.01,Premium,E,SI2,59.1,60,6.57,6.55,3.88,4412
1.22,Ideal,I,SI1,60.8,57,6.95,6.89,4.21,5602
1.53,Ideal,H,SI2,59.6,57,7.46,7.38,4.42,5631
1.0,Premium,F,SI1,62.8,61,6.37,6.25,3.96,4022
1.01,Very Good,F,SI2,63.2,58,6.43,6.3,4.02,4299
1.0,Very Good,G,SI1,59.3,63,6.48,6.44,3.83,4827
1.11,Ideal,E,SI2,61.4,58,6.63,6.66,4.08,5938
1.19,Premium,I,SI2,61.6,56,6.87,6.83,4.22,4438
1.21,Ideal,H,SI1,60.7,57,6.85,6.89,4.17,7810
1.09,Premium,D,SI1,61.6,58,6.61,6.57,4.06,5799
1.1,Ideal,G,VS2,61.9,57,6.63,6.57,4.09,7540
1.2,Very Good,F,SI1,62.7,58,6.74,6.72,4.22,6973
0.71,Premium,D,VVS1,59.7,59,5.81,5.88,3.49,4482
1.08,Good,G,SI2,63.2,57,6.5,6.54,4.12,4241
1.21,Very Good,F,SI2,62.7,57,6.74,6.81,4.25,5290
1.71,Good,G,SI2,63.7,57,7.54,7.5,4.79,6847
1.28,Premium,I,SI1,60.0,60,7.08,6.99,4.22,6164
1.0,Premium,E,VS2,62.7,59,6.31,6.38,3.98,6600
1.21,Very Good,G,VS2,59.5,58,6.96,7.03,4.16,7906
1.05,Ideal,G,VS1,62.5,56,6.48,6.54,4.07,7037
1.11,Premium,G,VS2,60.8,58,6.7,6.65,4.06,6713
1.07,Very Good,H,VS2,61.5,57,6.57,6.63,4.06,5254
1.27,Ideal,G,SI2,61.8,56,6.96,6.93,4.29,6045
1.01,Very Good,F,VS2,63.8,55,6.31,6.38,4.05,7135
1.22,Very Good,I,VS2,59.6,58,6.95,6.98,4.15,6419
1.06,Very Good,D,VS2,59.6,60,6.68,6.71,3.99,7149
1.2,Premium,F,VS2,61.4,58,6.8,6.75,4.16,6182
1.0,Ideal,H,VS2,62.5,56,6.41,6.33,3.98,5139
1.24,Premium,I,VS2,60.1,59,7.02,6.95,4.2,5889
1.02,Ideal,E,SI2,62.8,55,6.43,6.4,4.03,4478
1.02,Fair,F,SI1,64.8,59,6.33,6.23,4.07,5255
0.9,Very Good,H,VVS1,63.5,57,6.02,6.07,3.84,4485
1.11,Ideal,H,SI2,62.7,57,6.66,6.59,4.14,4662
1.04,Premium,F,SI1,62.8,57,6.5,6.43,4.06,5650
1.15,Ideal,F,SI2,60.6,58,6.75,6.79,4.1,5635
1.0,Very Good,G,VVS2,63.1,58,6.37,6.33,4.01,7589
1.03,Very Good,H,SI1,60.4,60,6.41,6.53,3.91,5050
1.1,Premium,D,SI1,60.4,59,6.66,6.69,4.03,5166
1.07,Premium,G,SI1,61.6,58,6.6,6.56,4.05,5453
1.27,Premium,I,SI2,61.4,59,6.98,6.94,4.27,5249
1.01,Good,E,SI1,63.7,58,6.36,6.32,4.04,5226
1.01,Premium,I,SI1,60.8,61,6.47,6.43,3.92,4525
1.51,Good,J,SI2,58.1,64,7.57,7.53,4.39,6215
1.01,Very Good,D,SI2,63.1,54,6.39,6.35,4.02,5703
1.01,Premium,F,SI1,59.8,60,6.57,6.53,3.92,5345
1.41,Premium,H,SI2,59.1,57,7.41,7.34,4.36,7106
1.01,Good,F,SI2,63.3,57,6.37,6.39,4.04,4221
1.01,Ideal,D,SI2,61.3,54,6.47,6.52,3.99,4916
1.0,Premium,E,SI1,59.7,57,6.56,6.48,3.89,5322
1.0,Premium,G,SI1,60.8,58,6.48,6.45,3.93,4816
1.12,Premium,F,SI2,61.6,58,6.69,6.63,4.1,4654
1.0,Premium,F,SI1,61.4,60,6.38,6.35,3.91,4586
1.0,Very Good,D,SI1,60.5,58,6.42,6.48,3.9,5755
1.1,Good,I,SI1,63.7,59,6.56,6.5,4.16,4497
1.01,Very Good,F,SI1,63.0,58,6.31,6.39,4.0,4619
1.12,Ideal,G,VS2,62.0,56,6.69,6.64,4.13,6774
1.04,Ideal,G,VS1,61.2,58,6.5,6.53,3.99,7375
1.01,Good,G,VVS1,63.1,59,6.33,6.42,4.02,7279
1.27,Very Good,J,VS2,61.8,60,6.9,6.94,4.28,5455
1.02,Good,E,SI2,63.2,56,6.37,6.41,4.04,4712
1.01,Ideal,G,VS1,62.0,57,6.44,6.36,3.97,6504
0.9,Premium,D,VVS1,61.3,59,6.18,6.12,3.77,7711
0.9,Premium,D,SI1,61.5,58,6.21,6.15,3.8,4304
1.07,Ideal,F,SI1,61.9,56,6.55,6.61,4.07,5264
1.11,Very Good,H,SI1,61.9,58,6.63,6.65,4.11,5780
1.23,Premium,F,SI2,59.9,58,7.02,6.96,4.19,5841
1.05,Premium,G,VS2,61.8,58,6.59,6.52,4.05,6181
1.01,Good,G,VVS2,63.2,59,6.34,6.38,4.02,7528
1.05,Very Good,E,VS1,61.6,58,6.53,6.56,4.03,7521
1.08,Premium,D,SI1,62.8,58,6.62,6.51,4.12,6623
1.13,Ideal,H,SI1,61.3,57,6.72,6.7,4.11,4556
1.01,Very Good,G,VS2,62.5,60,6.31,6.37,3.96,5519
1.06,Ideal,I,VS2,61.4,57,6.57,6.52,4.02,4405
1.02,Good,F,SI2,64.1,60,6.25,6.29,4.02,4179
1.03,Premium,G,SI1,61.6,59,6.53,6.5,4.01,4900
1.01,Good,E,VS1,63.8,60,6.25,6.23,3.98,7127
1.02,Premium,F,SI1,60.1,60,6.58,6.53,3.94,5686
1.22,Ideal,H,SI1,62.1,56,6.87,6.81,4.25,6388
1.24,Premium,F,SI2,62.7,59,6.83,6.77,4.26,4907
1.68,Good,E,I1,64.3,60,7.48,7.44,4.8,5871
1.21,Very Good,H,SI1,63.5,60,6.65,6.61,4.21,6566
1.06,Very Good,F,VS2,61.5,58,6.53,6.57,4.03,7706
1.21,Premium,J,SI1,62.7,57,6.77,6.72,4.23,4391
1.04,Very Good,E,SI2,60.9,59,6.58,6.62,4.02,4486
1.01,Fair,G,VS2,65.7,54,6.32,6.28,4.14,4072
1.0,Fair,H,VS1,64.1,60,6.3,6.22,4.01,4732
1.04,Ideal,H,SI1,61.7,56,6.51,6.55,4.03,5469
1.11,Ideal,F,VS2,61.9,55,6.62,6.66,4.11,7823
1.0,Premium,E,SI2,58.5,61,6.52,6.48,3.8,4202
1.0,Premium,H,SI1,59.0,60,6.52,6.56,3.86,4389
1.03,Premium,I,VS1,60.1,59,6.53,6.46,3.9,4199
0.91,Fair,D,VS2,65.1,63,6.02,6.0,3.91,4439
1.03,Ideal,G,VVS1,61.7,56,6.45,6.56,4.0,7708
1.07,Ideal,I,SI1,61.5,57,6.57,6.59,4.05,5748
1.07,Ideal,H,VVS2,61.3,57,6.6,6.62,4.05,7821
1.03,Ideal,G,SI1,62.4,57,6.52,6.47,4.05,4764
1.51,Premium,J,SI1,58.4,60,7.58,7.53,4.41,7314
1.21,Very Good,I,SI2,60.0,58,6.89,6.97,4.16,4929
1.51,Premium,H,I1,60.9,56,7.38,7.26,4.46,4404
1.01,Premium,G,SI2,59.1,59,6.55,6.51,3.86,4242
1.01,Ideal,G,SI1,63.1,53,6.36,6.42,4.03,5430
1.74,Premium,H,SI1,62.1,59,7.69,7.63,4.76,7932
1.04,Premium,D,SI2,62.4,56,6.5,6.45,4.04,5292
1.34,Premium,D,SI2,60.3,59,7.16,7.11,4.3,5756
1.01,Very Good,H,VS2,62.0,59,6.45,6.48,4.01,5186
1.23,Ideal,I,SI2,62.1,56,6.88,6.84,4.26,5269
1.1,Very Good,E,SI1,61.3,58,6.64,6.71,4.09,4791
1.01,Premium,G,VS2,62.5,60,6.37,6.31,3.96,5620
1.01,Premium,G,VS2,61.5,60,6.45,6.42,3.96,6108
0.8,Ideal,E,SI1,61.9,55,5.94,5.98,3.69,4125
1.07,Premium,J,VS2,62.8,57,6.54,6.49,4.09,4224
1.01,Good,D,SI1,62.9,57,6.34,6.37,4.0,4977
1.0,Premium,J,VS1,62.8,57,6.39,6.35,4.0,4144
1.25,Premium,I,VS1,59.4,60,7.1,7.03,4.2,5331
1.06,Premium,D,VS2,62.3,59,6.52,6.48,4.05,7679
1.23,Premium,I,SI1,60.3,60,6.95,6.88,4.17,4133
1.21,Very Good,G,VS2,62.0,58,6.73,6.82,4.2,7787
1.01,Ideal,G,VS2,62.1,58,6.38,6.43,3.98,6587
1.18,Ideal,I,VS1,62.2,57,6.76,6.72,4.19,5551
0.91,Premium,H,VS1,61.8,54,6.32,6.27,3.89,4670
1.07,Ideal,E,SI2,62.2,55,6.54,6.58,4.08,5325
0.9,Very Good,E,IF,63.9,55,6.05,6.09,3.88,7747
1.0,Ideal,G,SI2,62.8,57,6.37,6.31,3.98,4284
1.29,Premium,I,SI2,61.1,62,7.0,6.94,4.26,4291
1.2,Very Good,G,SI1,63.2,59,6.77,6.74,4.27,5665
1.17,Ideal,G,VS2,62.2,57,6.75,6.72,4.19,6321
0.73,Ideal,E,VVS1,62.0,56,5.75,5.79,3.58,4830
1.21,Premium,I,SI1,61.6,58,6.89,6.84,4.23,5353
1.01,Very Good,H,SI1,61.8,60,6.38,6.44,3.96,4855
1.02,Ideal,H,SI2,62.5,53,6.43,6.47,4.03,4918
1.11,Premium,F,SI2,62.1,58,6.63,6.51,4.1,4283
1.02,Ideal,E,SI1,60.7,57,6.55,6.51,3.97,5055
1.02,Ideal,E,VS2,62.7,56,6.44,6.38,4.02,6854
1.23,Ideal,I,SI2,62.3,55,6.85,6.82,4.26,4773
1.07,Premium,F,SI1,62.5,59,6.57,6.52,4.09,5436
1.21,Very Good,G,SI2,59.6,60,6.92,6.94,4.13,5556
1.01,Premium,G,VS2,60.2,59,6.55,6.48,3.92,5864
1.01,Premium,G,VS2,62.9,58,6.39,6.3,3.99,6108
1.3,Premium,I,VS1,62.2,59,6.91,6.97,4.32,6806
1.17,Ideal,G,VS1,59.4,57,6.93,6.87,4.1,7155
1.04,Premium,G,VS1,61.5,61,6.56,6.51,4.02,6814
1.55,Premium,H,SI2,62.0,56,7.41,7.37,4.58,7319
1.04,Ideal,F,SI1,61.3,55,6.51,6.53,4.0,5321
1.2,Ideal,D,SI2,61.7,56,6.81,6.88,4.22,6619
1.35,Ideal,H,SI2,60.0,57,7.19,7.15,4.3,5670
1.03,Ideal,H,SI1,61.0,55,6.56,6.59,4.01,4759
1.0,Ideal,F,SI2,62.4,57,6.37,6.42,3.99,5798
2.15,Fair,J,I1,65.5,57,8.01,7.95,5.23,5430
1.84,Premium,H,SI2,61.0,58,7.97,7.87,4.81,7922
1.55,Ideal,J,SI2,62.0,56,7.42,7.38,4.59,6805
0.91,Very Good,F,SI1,60.4,59,6.22,6.26,3.77,4437
0.91,Very Good,H,VS1,59.4,63,6.32,6.28,3.74,4670
0.9,Ideal,H,VS1,62.2,58,6.14,6.17,3.83,4428
1.04,Ideal,G,SI2,62.0,56,6.52,6.49,4.03,4752
1.2,Very Good,E,SI1,61.8,56,6.75,6.82,4.19,6534
1.01,Very Good,H,SI1,63.4,58,6.38,6.34,4.03,4642
1.3,Very Good,I,VS2,61.8,56,6.98,7.04,4.33,7087
0.9,Good,F,SI1,61.8,63,6.21,6.18,3.83,4241
1.02,Very Good,G,VVS1,62.1,59,6.36,6.39,3.96,7861
1.24,Premium,F,SI2,62.8,60,6.84,6.82,4.29,5583
1.0,Good,G,VS2,63.7,59,6.38,6.33,4.05,5645
0.85,Very Good,D,VS2,61.8,56,6.06,6.08,3.75,4211
1.24,Ideal,G,SI1,60.5,60,6.97,6.91,4.2,6994
1.13,Ideal,G,VS2,61.6,57,6.68,6.7,4.12,7159
1.17,Ideal,I,SI2,61.8,54,6.78,6.82,4.2,4999
1.31,Premium,H,VS2,61.4,59,7.01,6.96,4.29,7550
0.91,Premium,H,VS2,61.8,60,6.22,6.18,3.83,4238
1.0,Fair,E,SI1,57.4,61,6.53,6.63,3.78,4844
1.01,Premium,H,VS1,61.1,58,6.45,6.48,3.95,5416
1.05,Very Good,E,SI2,62.3,56,6.47,6.54,4.05,4851
0.97,Premium,H,SI1,61.9,60,6.37,6.3,3.92,4172
1.29,Ideal,I,SI2,61.9,57,6.99,7.04,4.34,6097
0.9,Ideal,F,SI2,61.5,56,6.24,6.18,3.82,4198
1.51,Very Good,G,SI1,63.1,56,7.27,7.22,4.57,7585
1.13,Premium,I,VS1,62.2,58,6.68,6.63,4.14,5316
